title,views,date_time,like_button,description
Create AI DESKTOP VIRTUAL ASSISTANT using Python and Tkinter | Python Projects | GeeksforGeeks,25K views,1 year ago,465,"🚀 Dive into the world of artificial intelligence with our latest Python project tutorial! In this video, we guide you step-by-step in creating your own AI Desktop Virtual Assistant using Python and Tkinter. Whether you're a beginner or an experienced developer, this hands-on tutorial is des"
Graph Practice Problems | Graph Data Structure | DSA Course | GeeksforGeeks,10K views,1 year ago,162,"In this video, we have prepared a comprehensive set of practice questions on the topic of Graphs. Whether you're preparing for coding interviews or simply looking to challenge yourself, this video is a valuable resource. We'll be discussing the most important questions on Graphs, so Solve t"
Face Detection using Python and OpenCV with webcam | Python Projects | GeeksforGeeks,16K views,1 year ago,315,"In this Project, we will see how to develop real-time human face detection in Python using OpenCV. The objective of the program given is to detect objects of interest(faces) in real-time and to keep track of the same object. Face Recognition is a part of computer vision where we locate an"
Plagiarism Detection using Python | Python Projects | GeeksforGeeks,10K views,1 year ago,142,"In this video, we're going to discuss how to build a simple Plagiarism Detection Project using Python. We're going to use the Difflib Module in Python to create this project. What we will do here is check out if the content in one file is plagiari"
Weapon Detection Using Python-OpenCV | Python Projects | GeeksforGeeks,38K views,1 year ago,433,"In this video, we are going to build an application to Detect Guns (weapons) using Python OpenCV modules. 
While making the project we will learn how to read an image/video, perform arithmetic oper"
TITANIC SURVIVAL PREDICTION using TensorFlow | Machine Learning Projects | GeeksforGeeks,3.5K views,1 year ago,70,Source Code:- 
What is BACKEND DEVELOPMENT? | Explained in 60 seconds | Full Stack Concepts | GeeksforGeeks,2.3K views,1 year ago,60,"Ever wondered what happens behind the scenes in web development? 🌐

Dive into the heart of Backend Development with us in just 60 seconds! From database to A"
STOCK PRICE PREDICTION using Machine Learning📈 | Machine Learning Projects | GeeksforGeeks,49K views,1 year ago,911,"👉 To Know more about the K- Nearest Neighbor (KNN) Algorithm, Watch the video here: "
What is FRONTEND DEVELOPMENT? | Explained in 60 seconds | Full Stack Concepts | GeeksforGeeks,2.1K views,1 year ago,54,"Curious about development or new to Frontend? We've got your back! 🌐

From the basics of HTML and CSS to the power of JavaScript and responsive design, we've "
Air Quality Index Prediction in Python | Machine Learning Projects | GeeksforGeeks,25K views,1 year ago,482,"🌍The amount of air pollution in Indian cities has significantly increased. Its quality must be monitored and understood for our well-being. 
📊Let us see how to predict the air quality index using Python, We'll leverage the power of "
TWITTER SENTIMENT ANALYSIS (NLP) | Machine Learning Projects | GeeksforGeeks,142K views,1 year ago,2.6K,"Dive into the language of social media with this exciting episode of our Machine Learning Project Series! 📊🔍 Here, we unravel Twitter Sentiment Analysis using Natural Language Processing (NLP) and Machine Learning. 🐦🤖 "
Diabetes Prediction in Machine Learning using Python | Machine Learning Projects | GeeksforGeeks,22K views,1 year ago,414,"Welcome to an exciting video where we delve into health analytics, focusing on Diabetes Prediction using Python and Machine Learning. 🩺📈 
"
Stack Practice Question | Parenthesis Checker | Learn DSA Concepts | GeeksforGeeks,5.3K views,1 year ago,85,"Welcome back, fellow coding enthusiasts! 🌟 In this video of our Data Structures and Algorithms series, we dive deep into the realm of stacks and tackle a classic problem - the Parenthesis Checker. 🧐💻"
"Build a Stopwatch using HTML, CSS, and JS | GeeksforGeeks",1.5K views,1 year ago,48,"Learn how to build a stopwatch using HTML, CSS, and JS in this fun and interactive tutorial. This tutorial is perfect for beginners and will teach you the basics of web development while you build a useful and practical application"
WHAT IS STACK? | Stack Data Structures | DSA Course | GeeksforGeeks,10K views,1 year ago,136,"Welcome to the next video of our DSA Course, where we dive into the STACK DATA STRUCTURE. 

💡 Discover the fundamental concepts of Stack using the Last In, First Out Principle. Learn "
Meet A Data Scientist with 5 Years+ Experience | Ft.Tavishi Jaglan | GeeksforGeeks,2.5K views,1 year ago,80,"Welcome to GeeksforGeeks, where we delve into the fascinating world of data science and the remarkable journey of Tavishi Jaglan. In this exclusive interview, we sit down with Tavishi, a passionate and accomplished data scientist, to explore her epic journey in the world of data"
Master Data Science Concepts: Apache Kafka in 60 Seconds | Data Science Crash Course | GeeksforGeeks,1.1K views,1 year ago,34,"In this lightning-fast tutorial, we'll provide you with a quick overview of what Apache Kafka is and why it's such a crucial tool in the world of data streaming and event-driven architecture.
"
Master Data Science Concepts: Apache Flume in 60 Seconds | Data Science Crash Course | GeeksforGeeks,830 views,1 year ago,33,"Whether you're a data engineer, data scientist, or just curious about data integration and streaming, in this quick crash course we'll give you a lightning-fast overview of what Apache Flume is all about.
feel free to leave a comment, and we'll be happy to help, till the, Happy Learning!"
Master Data Science Concepts: Data Bricks in 60 Seconds | Data Science Crash Course | GeeksforGeeks,1K views,1 year ago,28,"Welcome to our lightning-fast 1-minute crash course on Databricks ⏱️💡
🌟 Whether you're a seasoned data pro or just dipping your toes into the world of big data, Databricks has something incredible to offer, In this quick tutorial, we'll give you a sneak pee"
Master Data Science Concepts: Apache Beam in 60 Seconds | Data Science Crash Course | GeeksforGeeks,1.1K views,1 year ago,14,"In this lightning-fast tutorial, we'll introduce you to Apache Beam, an open-source unified data processing model that simplifies the development of data pipelines for batch and stream processing. Whether you're a data engineer, data scientist, or just curious about the world of"
Master Data Science Concepts: Data Lake in 60 Seconds | Data Science Crash Course | GeeksforGeeks,2.6K views,1 year ago,42,"Looking for a quick Crash Course on Data Lake! You're in the right place! 👍 
In a nutshell, a Data Lake is your go-to solution for managing large, diverse data sets and extracting valuable knowledge from them. With this crash course, you've got the basics down! For a de"
Choosing the Right Cloud Provider | AWS vs Azure vs GCP | GeeksforGeeks,8.7K views,1 year ago,137,"In today's digital age, businesses and individuals alike are increasingly relying on the cloud for their computing and data storage needs. But with a multitude of cloud service providers available, how do you determine which one is the right fit for your specific requirements?"
A Journey from NOKIA to PAYPAL | Ft. Palak Awasthi | GeeksforGeeks,3.3K views,1 year ago,91,"In this exclusive GeeksforGeeks interview, Palak shares her story, insights, and the invaluable lessons she's learned during her transformational journey from a tech giant to a fintech leader. 🌟
"
Make Best Team For ICC Cricket World 2023 | Practice Problem | GeeksforGeeks,484 views,1 year ago,19,"Get ready to dive into the thrilling world of cricket strategy in preparation for the ICC Cricket World 2023 with GeeksforGeeks! In this engaging video, we present an exciting practice problem to help you assemble the ultimate cricket dream team."
Interview Strategies for Freshers | GeeksforGeeks,5.9K views,1 year ago,60,"Landing your first job can be a daunting experience, but with the right strategies, you can stand out and make a lasting impression on potential employers
So let's see what Mr. Sandeep Jain has to say on placement strategies for freshers"
🏆 GeeksforGeeks Hack-A-Thon: World-cup-Wizard Edition 🌟,380 views,1 year ago,7,"🌐 Join the Ultimate Coding Battle and Showcase Your Skills! 🚀

Welcome to the GeeksforGeeks Hack-a-thon - where innovation, teamwork, and coding expe"
Ace your DevOps interview | GeeksforGeeks,109K views,1 year ago,48,Enroll Now: 
How to Get Free Google Cloud Qwiklabs Credits | Google Cloud Bootcamp | GeeksforGeeks,12K views,1 year ago,101,"Registrations for this Bootcamp are closing soon, Register for free now: "
"GeeksforGeeks Community – Connect, Ask, Learn & Grow with Tech Geeks",912 views,1 year ago,39,"Discover the GeeksforGeeks Community now: 
"
Become a SDET Expert with GeeksforGeeks,54K views,1 year ago,39,Join us to supercharge your SDET journey now : 
Geeks Premier League 2023 | India's Biggest Content Writing Event | GeeksforGeeks,1.8K views,1 year ago,23,Learn more & start winning: 
Happy Engineer's Day To You All!,2.1K views,1 year ago,85,"What truly sets engineers apart is their insatiable appetite for knowledge. 

They are perpetual students of the world, constantly pushing boundaries and expanding hor"
Decoding the Modern Job Landscape | An HR Perspective | GeeksforGeeks,902 views,1 year ago,27,"Welcome to this eye-opening video where we aim to decode the complexities of the modern job landscape from an HR perspective. This discussion is critical for both job seekers and employers, as it provides nuanced insights into what really matters in today's dynamic work environme"
Unlock GATE 2024 | GeeksforGeeks,22K views,1 year ago,17,🔗 Enroll now : 
We Stole This For You,7.3K views,1 year ago,57,"We know we might be a little late in posting this, but we just couldn't resist ourselves from sharing this with you all! Watch how we shared little bundles of Joy with these big hearted bundles of Joy and how much happiness they spread in our hearts!"
Career Advancement Test For EWS & PWD Candidates | Student Grant of INR 10 Lakh | GeeksforGeeks,6.1K views,1 year ago,45,Register for Free: 
GfG Mobile App | Android & iOS | Download for Free,11K views,1 year ago,46,📱 Download GeeksforGeeks' Official App for Free: 
🔒 Securing Your Data in the Cloud: GCP's Top SECURITY Features | GeesforGeeks,494 views,1 year ago,19,"In an era where data is the lifeblood of businesses, safeguarding it in the cloud is paramount. Join us on a journey through Google Cloud Platform's (GCP) top-notch security features that provide an impenetrable fortress for your valuable data. 🌐"
GATE CSE Offline Classes | GATE 2024 Crash Course | Delhi NCR | GeeksforGeeks,18K views,1 year ago,28,"Limited seats are available in the GATE CSE Offline Crash Course. Book yours now: 
"
How to Build a To-Do Application in Flutter | GeeksforGeeks,1.2K views,1 year ago,31,"In this short video, I'll show you how to build a to-do app in Flutter. Flutter is a new mobile development language that's growing in popularity, and this to-do app is a great way to learn more about it."
How to Use Google Sign-in With Firebase in Flutter | GeeksforGeeks,9.7K views,1 year ago,86,"In this video, we're going to show you how to use Google Sign-in with Firebase in Flutter. Google Sign-in uses your existing Google account to sign you into Flutter apps. This is useful if you want to create a Flutter app that users can access from their Google account."
Machine Learning on GCP | Harnessing the Power of AI | GeeksforGeeks,556 views,1 year ago,19,"Explore Premium LIVE and Online Courses : 
"
GRAPH Data Structure | What is Graph? | DSA Course | GeeksforGeeks,35K views,1 year ago,544,"In the realm of DSA, graphs play a pivotal role in enhancing user engagement, optimizing resource allocation, and unraveling the complex tapestry of online video sharing.
So let's learn about Graphs in Detail!"
Handling Missing Values | Machine Learning | GeeksforGeeks,1.4K views,1 year ago,35,"In this video, we'll be taking a look at Handling Missing Values with Machine Learning. We'll be learning about the different types of missing values and how to handle them using various data structures and algorithms."
Security Risks of Cloud Computing | GeeksforGeeks,5.2K views,1 year ago,94,"Welcome to our latest video on the security risks associated with cloud computing. As cloud platforms become an integral part of businesses and personal storage solutions, it's imperative to understand the potential threats lurking in the digital mist. This video dives deep into the co"
DSA Classroom Program with Placement Assistance | Now in Noida & Gurugram | GeeksforGeeks,149K views,1 year ago,59,Register Now: 
Free Cloud Bootcamp Sponsored by Google for Developers | GeeksforGeeks,2.3K views,1 year ago,63,LIVE Classes Starting From 26th August
All Your Queries Answered | DSA to Development Program | GeeksforGeeks,3.7K views,1 year ago,45,"First of all, a huge thank you to all learners for giving such an overwhelming response to our newly launched- DSA To Development Program. This quick video aims to resolve any and all doubts and queries we have received in the last few weeks. So listen carefully and ask again if you wish"
10 TIPS and TRICKS to Crack Internships and Placements | GeeksforGeeks,898 views,1 year ago,30,"Explore Premium LIVE and Online Courses : 
"
Complete School Guide for CBSE | Free Resources For School Students | GeeksforGeeks,678 views,1 year ago,23,"Complete CBSE Class 12 Computer Science, School Guide and updated articles for Young Geeks👇
"
Master System Design | GeeksforGeeks,87K views,1 year ago,67,Register now: 
"Unraveling the Geek-a-thon: The What, How, and Why | Geek-A-Thon | GeeksforGeeks",569 views,1 year ago,10,"Welcome to GeeksforGeeks' Data Analysis Masterclass, part of our exclusive Geek-A-Thon series! This class is your definitive guide to mastering the critical skill of data analysis and unlocking the power of data-driven decision-making."
Data Analysis Masterclass | Geek-A-Thon | GeeksforGeeks,1.1K views,1 year ago,31,"Welcome to GeeksforGeeks' Data Analysis Masterclass, part of our exclusive Geek-A-Thon series! This class is your definitive guide to mastering the critical skill of data analysis and unlocking the power of data-driven decision-making."
GeeksforGeeks Offline Classroom Program | Now Open In Noida & Gurgaon,43K views,1 year ago,63,"GeeksforGeeks Offline Classes on MERN Full Stack and DSA are now in Noida and Gurgaon

Register Now & avail INR 5000 Discount: "
Kickstart your DevOps Career | GeeksforGeeks,137K views,1 year ago,47,Register Now: 
First Ever KBC at our Offline Classes | GeeksforGeeks,783 views,1 year ago,21,"Computer ji, humare Geeks k liye prashn pesh kiye jaye! 🖥️ 
Check out our first-ever Kaun Banega Codepati session at our first-ever offline batch ✨ 
"
Mega Job-a-thon for Working Professionals | 21st July | GeeksforGeeks,1.3K views,1 year ago,31,Register here: 
Explore GeeksforGeeks Hiring Solutions | For Top Tech Companies | Innovative Hiring Solutions,648 views,1 year ago,24,"GeeksforGeeks Hiring Solutions, the ultimate destination for tech recruitment!

How we help tech companies streamline their talent search:"
Geek-O-Lympics 2023 | GeeksforGeeks,3.5K views,1 year ago,59,Enter Geek-O-Lympics : 
Web 3.0 Explained | GeeksforGeeks,2.1K views,1 year ago,66,"🎙️ Join the Web 3.0 Revolution with Vanshika Shrivastava! 🌐✨
In this episode,  we have the incredible Vanshika Shrivastava, a Tech Evangelist, Dev, Influencer, and Startup Advisor, as our guest speaker."
Geek-O-Lympics 2023 | 1st - 31st July | GeeksforGeeks,1.2K views,1 year ago,24,Register today for free: 
What Is Web Scraping & What It Is Used For | How To Use Web Scraping | GeeksforGeeks,1.4K views,1 year ago,55,"Web scraping is the automated process of extracting data from websites. It involves writing code to retrieve specific information, such as text, images, or links, from web pages. This data can then be analyzed, stored, or used for various purposes, such as research, data analysis, or building a"
Mega Job-A-Thon | Hire Top Talent for Your Company | GeeksforGeeks,1.5K views,1 year ago,31,Explore GeeksforGeeks Corporate Hiring Solutions: 
DSA To Development: A Complete Coding Guide | Complete Coding Program By GeeksforGeeks,176K views,1 year ago,223,Apply Now: 
WHAT IS QUEUE? | Queue Data Structures | DSA Course | GeeksforGeeks,18K views,1 year ago,221,"This video of our DSA Course delves into another crucial data structure - the Queue Data Structure.

Discover the working of First In, First Out (FIFO) principle and explore the characteristics tha"
QUEUE PRACTICE PROBLEMS | Queue Interview Questions | DSA Problems | GeeksforGeeks,8K views,1 year ago,92,"🚀 Join GeeksforGeeks in our next DSA Course video as we delve into the fascinating world of QUEUE PRACTICE PROBLEMS!
"
Free Summer Offline Classes on Python Programing | For Students Aged 14-21 | GeeksforGeeks,107K views,1 year ago,51,"Limited seats available, book your free slot now: "
Python Libraries | Data Science | GeeksforGeeks,3.4K views,1 year ago,102,Master Data Science Now: 
ITR Filing Made Simple | Documents require to file ITR | GeeksforGeeks,1K views,1 year ago,40,"📑🧾 ""Get Ready to File Your Income Tax Return (ITR)! 🔍💰""

It's that time of the year again when we need to get our financial ducks in a row and file our I"
Full Stack Development | LIVE Classes | GeeksforGeeks,215K views,1 year ago,163,Register here: 
GeeksforGeeks Classroom Program in NCR,2.7K views,1 year ago,34,Enroll now: 
WHAT IS ARRAY? | Array Data Structures | DSA Course | GeeksforGeeks,76K views,1 year ago,961,"GeeksforGeeks brings you a deep dive into the world of ARRAYS in our latest DSA course video!

✨ As one of the most important data structures in DSA, ARRAYS play a fundamental role i"
ARRAY PRACTICE PROBLEMS | Must do Array Questions | DSA Problems | GeeksforGeeks,45K views,1 year ago,651,"🚀 Join GeeksforGeeks in our next DSA Course video as we delve into the fascinating world of ARRAY PRACTICE PROBLEMS!
"
Gate 2024: Prepare for Success! | GATE CSE 2024 | GeeksforGeeks,64K views,1 year ago,367,Register Now: 
Get Started with CP | Competitive Programming Tips | GeeksforGeeks,3.3K views,1 year ago,71,Enroll for the Master Competitive Programming course and learn more such tips & tricks: 
React VS Angular VS Vue | GeeksforGeeks,27K views,1 year ago,392,"React, Angular & Vue are the three most popular front-end Javascript frameworks in use today. These three are excellent choices for building web applications but they have different strengths & weaknesses. This video will help you understand the difference between the three and whic"
GeeksforGeeks Classroom Program | Now in Noida and Gurugram!,269K views,1 year ago,124,Register for MERN Fullstack Classes: 
Transformers in NLP | GeeksforGeeks,23K views,1 year ago,456,Transformers are a type of deep neural network architecture that has become popular in natural language processing (NLP). One of the most well-known transformer-based models is the BERT (Bidirectional Encoder Representations from Transformers) model.
Jobs that AI can't replace | GeeksforGeeks,4.5K views,1 year ago,97,"Finally, human interaction is a crucial aspect of many jobs, such as teaching, healthcare, and customer service. AI may be able to provide technical solutions, but it cannot match the personal touch that humans provide in these roles."
Job Fair for Students | Till 25th May Only | GeeksforGeeks,83K views,1 year ago,77,Visit The Job Fair: 
Flutter: "Pros and Cons" | GeeksforGeeks,9.1K views,1 year ago,174,"Flutter is a free, open-source mobile application development framework created by Google. It is used for developing high-performance, visually attractive & responsive apps for iOs, Android, etc. It is based on Dart."
Hire Best Talent with GeeksforGeeks,14K views,1 year ago,27,Explore Corporate Hiring Solutions by GeeksforGeeks: 
Tech Jobs without Degree | GeeksforGeeks,2.1K views,1 year ago,68,"In today's rapidly evolving tech industry, there are several high-paying and rewarding jobs that don't necessarily require a traditional four-year degree. These tech jobs often prioritize relevant skills and experience over formal education, making them accessible to individuals who have gained "
Start your writing Journey | Geek Author Badges | GeeksforGeeks,1.7K views,1 year ago,38,"We're proud to offer Geek badges as a way to recognize and reward your achievements, and to help you connect with a community of fellow writers. 
Visit : "
Presenting: GeeksforGeeks Author Badges | Honoring the Writer in You!,1.3K views,1 year ago,33,"Work hard in silence, let your badges make the noise!

Introducing GeeksforGeeks Author Badges!"
Create Your Own Apps Today | GeeksforGeeks,35K views,1 year ago,88,Transform your App Ideas into Reality with our Android App Development with Kotlin - Live Course: - 
Top 10 DSA Topics | Master these To Ace In Your Career | GeeksforGeeks,2.9K views,1 year ago,130,"Looking to get into the world of programming? DSA is the key! One of the top queries of students is about which DSA topics to learn, well the answer to that is- ALL of them are super important! But if you wish to make yourself stand out from the crowd, this video gives a list of top 10 DSA to"
Ernie vs ChatGPT | GeeksforGeeks,1.8K views,1 year ago,38,"Open AI's chatbot ChatGPT has been gaining attention in the world of technology for a considerable amount of time now. However, ChatGPT is not only the one in limelight, we have Baidu's Ernie Bot is also being considered as ChatGPT's rival."
Rule the Coding World with Geek Summer Carnival | GeeksforGeeks,25K views,1 year ago,24,"Who said coding can't be fun??? 😎 🎊
We invite our community of thousands of coders around the globe to dive into the madness of programming with us this week!"
How to become a Full Stack Developer | GeeksforGeeks,5.7K views,1 year ago,201,"In this video, we will be discussing how to become a full stack developer in 2023. If you want to start your journey to become a full stack developer then this video is just for you. Through this video, we have covered from where to start & what should be the step-by-step guide to begi"
Office Video Leaked 😰🤯,6.1K views,1 year ago,74,"GFG Employees are going crazyyy!!!
.
."
UI/UX Trends every Startup must know! | ‪@thegeekmonk1707‬ |GeeksforGeeks,1.1K views,1 year ago,52,"UI refers to the visual elements of the application/website. Example: Buttons, toggle, icons, etc
UX refers to the interaction that the user has with the product.
Now let's deep dive into the video & see what the top 5 UI/UX trends of 2023 are"
Age is Just a Number: The Story of a 14-Year-Old CEO | CodeCast | GeeksforGeeks,17K views,1 year ago,709,"In today’s CodeCast, we have Nikhil Garg who is a full-stack developer and a CEO and he is just 14 years old!  He started his journey of coding 4 and a half years back, we will talk about how he started what resources he uses, and what parents and friends think about him."
How to Use GPT 4 | How it's better from GPT 3 | GeeksforGeeks,4K views,1 year ago,89,"OpenAI released GPT4 on March 14, and it's way better than the previous version so let's find out| What is GPT 4| GPT3 vs GPT4 | We will also compare GPT-3 with GPT-4 and understand the differences."
Master DSA Today and be the Masters of Tomorrow,160K views,1 year ago,543,"Are you ready to level up your coding game and ace those tech interviews? Well, listen up, because we've got a sweet treat for you!
In this wild and wacky world of ours, many companies are using DSA to filter out the best an"
How to avoid getting Laid Off | ft. Dr. Sneha Sharma,1.2K views,1 year ago,28,"Dr. Sneha Sharma a Career Coach and a Public Speaker explains how not to get affected by getting laid off and gives direction to those who have been laid off or are on the lookout for a new job
"
Psychology of Deciding Your Career ft. Dhairya Gangwani | GeeksforGeeks,907 views,1 year ago,31,"Meet Dhairya, who wears the hats of a Tedx Speaker, Career Coach, Keynote Speaker, among many others of her talents. She met us on the occasion of women's day and shared her journey, her thoughts, and her experiences which she utilizes now to guide others. So hear out the advic"
CodeCast Ep. 3 | Learn all About Competitive Programming | ‪@PriyanshAgarwal‬  with Mr. Sandeep Jain,9.9K views,2 years ago,447,"Priyansh Agarwal who is a phenomenal Competitive programmer tells about his journey from a newbie to a 7-star coder and discusses his experience at Goldman Sachs 
"
Advice for Women in Tech | ft. ‪@PriyaVajpeyi‬,1.5K views,2 years ago,45,"Priya Vajpeyi who has worked for companies like Morgan Stanley and Adobe shares her experience and talks about the inspirational story of why she left Adobe and started working for her own, so let's level up with Priya"
Roadmap to Amazon | Twinkle Bajaj - SDE at Amazon,1.8K views,2 years ago,52,"Twinkle is an SDE at Amazon, let's ask her what challenges she faced being a woman in tech and hear her out to find out the direction and motivation to get into the tech circuit.
"
Google Cloud X AMD and GeeksforGeeks Goes to Colleges With Some Fun Twist!,1.5K views,2 years ago,34,"Last date to register is 28th Feb, 2023. Check if your college is eligible and register now: "
Solving For India Hackathon | ‪@googlecloud‬ X AMD | GeeksforGeeks,2.7K views,2 years ago,57,"LAST DATE TO REGISTER is 28th Feb, 2023. Check if your college is eligible and register now: "
GeeksforGeeks Job Fair 2023,25K views,2 years ago,46,"Having already helped hundreds of students and working professionals, the GeeksforGeeks hiring community brings you a month-long Job Fair. Get access to top-notch companies hiring for tech roles, and schedule an interview all at a single click. So get ready to say goodbye to old coll"
OpenAI's ChatGPT & GPT 4 | Google's BARD AI | Will AI Replace You?,1.9K views,2 years ago,54,"Welcome to our latest podcast video where we explore the fascinating world of AI and its impact on the future of work. 
"
Get Started With Machine Learning | GeeksforGeeks,1.8K views,2 years ago,78,"Machine learning uses various algorithms for building mathematical models and making predictions using historical data or information. It is used to build Recommendation engines,  fraud detection programs, spam filtering, malware threat detection, business process automation "
🎊Celebrating Bi-Wizard's First Anniversary🎊 | Join the Best Young Coders in the World,637 views,2 years ago,21,"🎉✨Join the celebration as Bi-wizard, the Only Online Coding Contest for School Students, marks it's 1st Anniversary this month! ✨🎉 Over the past year, Bi-wizard has hosted some of the most exciting coding challenges, intense competition, and incredible talent. Organized by Geekfor"
"Meet Shikar Goel, CTO of GeeksforGeeks | Know His Journey",1.9K views,2 years ago,68,"Mr. Shikhar Goel is currently the CTO of GeeksforGeeks expanding the tech team that works on GfG's products. He has spent a significant about of time in leadership role here, let's take a look at his journey from a tier 3 college to CTO at GFG"
An Opportunity for Recruiters to Hire Top Tech Talent | Jobs Fair 2023 | GeeksforGeeks,1.8K views,2 years ago,65,"Companies scale all the time, and this growth is only possible with great tech talent.
And with increasing competition, scaling has become a great challenge for all!
So, GeeksforGeeks brings to you, The Ultimate Job Fair 2023. Where your vacancy meets ou"
A.I. Apps That Can Change Your Lives | GeeksforGeeks,2.9K views,2 years ago,149,"In this video, we'll look at top trending apps in the field of Artificial Intelligence, and how you can use them in your daily life to make it easier. The recent boon in A.I. apps has become a point of discussion as people feel that many jobs may be automated because of them. But if used c"
Roadmap To Master Recursion? Roadmap To Master Recursion! | GeeksforGeeks,4.8K views,2 years ago,167,Recursion is a technique that provides a way to break complicated problems down into simple problems which are easier to solve. In this video our mentor will guide you how to master recursion step by step.
CodeCast Ep. 2 | SDE Without A Technical Degree? | GeeksforGeeks,1.9K views,2 years ago,75,"In this video we have Anand Yadav,  an SDE 2 at GeeksforGeeks as a self taught Programmer.  He'll share all the things he did to learn programming and to crack coding interviews without a computer science degree and what to mention in your resume if you're not from tech background."
The Art of Becoming a Successful Coder | GeeksforGeeks,6.9K views,2 years ago,338,"Millions of engineers graduate every year, yet most of them don't possess the required skills that a company needs, Mr. Sandeep Jain, CEO of GeeksforGeeks, highlights the importance of the DSA and other skills that every aspiring coder must have."
Optimal Way to Get Started with DSA | GeeksforGeeks,12K views,2 years ago,403,Try DSA Self-Paced Course for free and get started today: 
Mistakes to Avoid in Your Next Job Interview | GeeksforGeeks,1.5K views,2 years ago,66,"Explore Premium LIVE and Online Courses : 
"
Master These Coding Practices For Your Placement Preparation | GeeksforGeeks,5.6K views,2 years ago,258,Are you tired of feeling lost and overwhelmed during your placement preparation? Do you want to master the coding practices that top companies are looking for? Look no further! This quick video will guide you through the insider secrets and skills that will set you apart from the competit
Correct Your Mistakes in 1 minute | Data Science | GeeksforGeeks,1.4K views,2 years ago,31,"The path towards becoming a data scientist is albeit long, but rewarding one. Only by getting a hands-on experience with projects, can you learn, re-learn and upskill yourself. This video gives a quick suggestion that you can keep note of in order to scale your knowledge systematically "
CodeCast Ep. 1 | Journey From A Vegetable Seller To A 10LPA+ Job | GeeksforGeeks,2.7K views,2 years ago,94,"Dreams do come true. And we have the perfect example with us
In this video, we introduce you to Ankit kushwah, who first used to sell vegetables to support his family and didn't have proper resources to prepare for JEE exam. But despite the hardships, "
LIVE DSA Sessions By Everyone's Favorite Teacher!,4.8K views,2 years ago,61,"Get ready for some DSA lectures with Mr. Sandeep Jain (Mentor of DSA-Self Paced, CEO & Founder, GeeksforGeeks) as he joins the LIVE Community classes for the next 3 months. So if you were looking for a reason to join, now’s the time!"
GeeksforGeeks Resolution Days 2023 | Never Before Seen Offers!,7.1K views,2 years ago,17,Falling behind on your resolution? Now's your chance to start again! Save upto 25% on any GeeksforGeeks Course of your choice plus get additional cashback. Also tune in everyday to explore new surprises!
The Top 5 DSA Fails (and How to Avoid Them!),3.5K views,2 years ago,181,"Are you struggling to learn data structures and algorithms? Don't give up on your dream career yet! In this video, we share the common challenges students face while learning DSA and offer solutions for overcoming them. Stick with us and learn how to master this essential subject"
GeeksforGeeks Now On iOS,1.5K views,2 years ago,43,"What better way to start the new year than with a surprise you all?! GeeksforGeeks is now finally on IOS. Download for free and start learning today!
"
"⛄ Merry Christmas, Geeks! ⛄ | Keep Coding Keep Learning | GeeksforGeeks",1.4K views,2 years ago,65,"❄⛄ Merry Christmas, Geeks! ❄⛄ 
As the holiday season approaches, we wanted to take a moment to wish all of our Geeks a Merry Christmas. Whether you're spending the day with family and friends or coding up a storm, w"
Student Success Story: Placed as an SDE at Byju's with Help from GeeksforGeeks,1.6K views,2 years ago,24,"Becoming a Software Development Engineer at a big MNC company is every programmers dream. Hear from one of our students, placed as an SDE at Byjus, as they share their experience and success story with GeeksforGeeks. Learn ho"
Service Based Test Series By GeeksforGeeks,1.1K views,2 years ago,25,"A complete test series that will help you prepare for important exams such as TCS NQT, E-Litmus, Co-Cubes, Wipro ENTH & more.
Now aim for your favorite tech company, and prepare with us!"
India's Biggest Technical Content Writing Event is now LIVE 🔴 Participate Now | GeeksforGeeks,881 views,2 years ago,31,"📝 GeeksforGeeks presents ✨ TECHNICAL SCRIPTER EVENT 2022 ✨– an opportunity to hone your technical writing abilities and get paid fancy, whether you are a student, a graduate, a working professional, or trying to create a career in technology. This event would bring numerous re"
Landing SDE Role at Paytm | GeeksforGeeks,1.5K views,2 years ago,59,"Is Paytm your dream company? Are you looking forward to sit for an interview at Paytm?
If your answer is ""Yes"", then you have got to have a lot of questions and queries regarding the interviews at Paytm."
SDE at Paytm using GFG | GeeksforGeeks,1.4K views,2 years ago,47,Becoming a Software Development Engineer at a big MNC company is every programmers dream. So why not take some advices form an SDE from Paytm himself and get some insights about how he prepared himself for this great leap in his career.
Roadmap to a Career at Amazon | Preparation Strategies by Senior QAE | GeeksforGeeks,8.2K views,2 years ago,252,"💼 Is Amazon your dream company? Are you looking forward to sit for an interview at Amazon?
If your answer is ""Yes"", then you have got to have a lot of questions and queries regarding the interviews at Amazon."
Happy Diwali | GeeksforGeeks presents office Diwali Party,1.4K views,2 years ago,45,"Our courses : 
"
Data Analysis Complete Roadmap | GeeksforGeeks,4K views,2 years ago,131,"In today's world, Data is the most valued resource for any organisation. Proper analysis of data not only helps companies keep track of their growth or loss, but also helps them monitor their users so that they can maximise their profit. Thus Data Analytics, a sub domain of Data Science hold"
Roadmap to a Career at Microsoft | Preparation Strategies by Microsoft SDE | GeeksforGeeks,5.9K views,2 years ago,207,"💼 Is Microsoft your dream company? Are you looking forward to sit for an interview at Microsoft?
If your answer is ""Yes"", then you have got to have a lot of questions and queries regarding the interviews at Microsoft."
